ИФ,Возраст,Сумма кредита,Средний ежемесячный доход за последние 6 мес,Ежемес. Выплаты по кредиту,Срок кредита (мес.),Кредит одобрен?
Кристина Синьчагова,20,50000,998,2778,18,В кредите отказано
Андрей Ловякин,21,50000,1497,2083,24,В кредите отказано
Виктор Огладков,22,50000,1996,8333,6,В кредите отказано
Григорий Хулин,23,50000,2495,4167,12,В кредите отказано
Вадим Дайтутов,24,50000,2994,2778,18,В кредите отказано
Ирина Алексаева,25,50000,3493,2083,24,В кредите отказано
Светлана Васякова,26,50000,3992,8333,6,В кредите отказано
Евгения Метянина,27,50000,4491,4167,12,В кредите отказано
Дарья Поматаева,28,50000,4990,2778,18,В кредите отказано
Валентина Абдеева,29,50000,5489,2083,24,В кредите отказано
Николай Юшваев,30,50000,5988,8333,6,В кредите отказано
Герасим Шкуркин,31,50000,6487,4167,12,В кредите отказано
Инна Федышина,32,50000,6986,2778,18,В кредите отказано
София Скипакова,33,50000,7485,2083,24,В кредите отказано
Валентина Алтышева,34,50000,7984,8333,6,В кредите отказано
Маргарита Титлова,35,50000,8483,4167,12,В кредите отказано
Никита Сесин,36,50000,8982,2778,18,В кредите отказано
Валентина Кондрацкая,37,50000,9481,2083,24,В кредите отказано
Людмила Синянкина,38,50000,9980,8333,6,В кредите отказано
Клавдия Некрылова,39,50000,10479,4167,12,В кредите отказано
Кирилл Дужаков,40,50000,10978,2778,18,В кредите отказано
Полина Башкирова,41,50000,11477,2083,24,В кредите отказано
Роман Пьяных,42,50000,11976,8333,6,В кредите отказано
София Турскова,43,50000,12475,4167,12,В кредите отказано
Герасим Рудалев,44,50000,12974,2778,18,В кредите отказано
Борис Беляченков,45,50000,13473,2083,24,В кредите отказано
Антон Губнев,46,50000,13972,8333,6,В кредите отказано
Наталья Завидова,47,50000,14471,4167,12,В кредите отказано
Ярослав Бродинов,48,50000,14970,2778,18,В кредите отказано
Степан Челяпин,49,50000,15469,2083,24,Кредит одобрен
Дмитрий Кавторов,50,50000,15968,8333,6,Кредит одобрен
Леонид Штенников,51,50000,16467,4167,12,Кредит одобрен
Инна Галеева,52,50000,16966,2778,18,Кредит одобрен
Клара Лопанина,53,50000,17465,2083,24,Кредит одобрен
Надежда Панюхина,54,50000,17964,8333,6,Кредит одобрен
Галина Исипова,55,50000,18463,4167,12,Кредит одобрен
Юрий Вельгин,56,50000,18962,2778,18,Кредит одобрен
Николай Жаринцкий,57,50000,19461,2083,24,Кредит одобрен
Федор Щербачов,58,50000,19960,8333,6,Кредит одобрен
Дмитрий Самчишин,59,50000,20459,4167,12,Кредит одобрен
Семён Кишмишев,60,50000,20958,2778,18,Кредит одобрен
Виталий Трубецкий,61,50000,21457,2083,24,Кредит одобрен
Екатерина Тентяева,62,50000,21956,8333,6,Кредит одобрен
Роман Чистенькин,63,50000,22455,4167,12,Кредит одобрен
Ярослав Дроков,64,50000,22954,2778,18,Кредит одобрен
Софья Датюкова,18,50000,23453,2083,24,Кредит одобрен
Дмитрий Фроловцев,19,50000,23952,8333,6,Кредит одобрен
Тарас Пискижов,20,50000,24451,4167,12,Кредит одобрен
Юрий Шелатуркин,21,50000,24950,2778,18,Кредит одобрен
Оксана Ворохобова,22,50000,25449,2083,24,Кредит одобрен
Надежда Плеткина,23,50000,25948,8333,6,Кредит одобрен
Алина Деконова,24,50000,26447,4167,12,Кредит одобрен
Никита Щербатов,25,50000,26946,2778,18,Кредит одобрен
Герасим Савоненков,26,50000,27445,2083,24,Кредит одобрен
Борис Горшков,27,50000,27944,8333,6,Кредит одобрен
Кирилл Котомин,28,50000,28443,4167,12,Кредит одобрен
Руслан Парновский,29,50000,28942,2778,18,Кредит одобрен
Кирилл Боголюбов,30,50000,29441,2083,24,Кредит одобрен
Наталья Дремемина,31,50000,29940,8333,6,Кредит одобрен
Наталия Шкаврова,32,50000,30439,4167,12,Кредит одобрен
Александр Дябин,33,50000,30938,2778,18,Кредит одобрен
Юлия Сотекова,34,50000,31437,2083,24,Кредит одобрен
Виталий Жерин,35,50000,31936,8333,6,Кредит одобрен
Алексей Савуцев,36,50000,32435,4167,12,Кредит одобрен
Любовь Затейнова,37,50000,32934,2778,18,Кредит одобрен
Денис Каменин,38,50000,33433,2083,24,Кредит одобрен
Борис Якманов,39,50000,33932,8333,6,Кредит одобрен
Эдуард Починалин,40,50000,34431,4167,12,Кредит одобрен
Яков Асарин,41,50000,34930,2778,18,Кредит одобрен
Софья Каштурова,42,50000,35429,2083,24,Кредит одобрен
Степан Северюгин,43,50000,35928,8333,6,Кредит одобрен
Марина Жданева,44,50000,36427,4167,12,Кредит одобрен
Кристина Лабизова,45,50000,36926,2778,18,Кредит одобрен
Михаил Шуняков,46,50000,37425,2083,24,Кредит одобрен
Виктория Шиврина,47,50000,37924,8333,6,Кредит одобрен
Олег Аникушкин,48,50000,38423,4167,12,Кредит одобрен
Галина Чигурова,49,50000,38922,2778,18,Кредит одобрен
Тамара Хлебакова,50,50000,39421,2083,24,Кредит одобрен
Яков Шипкарев,51,50000,39920,8333,6,Кредит одобрен
Алексей Колнутов,52,50000,40419,4167,12,Кредит одобрен
Алена Лейтина,53,50000,40918,2778,18,Кредит одобрен
Игорь Левнев,54,50000,41417,2083,24,Кредит одобрен
Анастасия Губнелова,55,50000,41916,8333,6,Кредит одобрен
Артём Шавензов,56,50000,42415,4167,12,Кредит одобрен
Анатолий Романцев,57,50000,42914,2778,18,Кредит одобрен
Илья Тицнов,58,50000,43413,2083,24,Кредит одобрен
Вячеслав Тювин,18,100000,0,8333,12,В кредите отказано
